max_depth,splitter,min_samples_split,min_samples_leaf,min_weight_fraction_leaf,max_features,max_leaf_nodes,min_impurity_decrease,presort,accuracy
[None],"['best', 'random']","[2, 10, 100]","[1, 10, 100]","[0.0, 0.1, 0.5, 0.3]","[None, 'auto', 'sqrt', 'log2', 1, 5, 10, 0.1, 0.5, 0.8]","[None, 2, 10, 100]","[0.0, 0.1, 0.0005, 1e-05]","[False, True]",prediction
,best,10,100,0.1,auto,,0.0,True,0.686797752808988
,best,10,100,0.1,log2,,0.0005,False,0.686797752808988
,best,100,100,0.0,auto,,0.0,True,0.686797752808988
,best,10,100,0.0,log2,100,0.0005,False,0.686797752808988
,best,2,100,0.1,sqrt,100,1e-05,True,0.686797752808988
,best,100,100,0.1,auto,10,1e-05,True,0.686797752808988
,best,2,100,0.0,sqrt,10,0.0,True,0.686797752808988
,best,2,100,0.1,log2,100,1e-05,False,0.686797752808988
,best,100,100,0.0,sqrt,100,0.0005,True,0.686797752808988
,best,2,100,0.0,auto,100,1e-05,False,0.686797752808988
,best,10,100,0.0,auto,100,1e-05,False,0.686797752808988
,best,2,100,0.1,sqrt,,0.0,False,0.686797752808988
,best,2,100,0.0,sqrt,100,0.0005,True,0.686797752808988
,best,100,100,0.1,auto,100,0.0,False,0.686797752808988
,best,10,100,0.1,log2,10,0.0,True,0.686797752808988
,best,100,100,0.1,sqrt,100,0.0005,False,0.686797752808988
,best,2,100,0.0,auto,,0.0005,False,0.686797752808988
,best,10,100,0.1,auto,100,0.0,False,0.686797752808988
,best,2,100,0.1,sqrt,,0.0005,False,0.686797752808988
,best,2,100,0.0,log2,,1e-05,True,0.686797752808988
,best,10,100,0.1,sqrt,,0.0005,True,0.686797752808988
,best,10,100,0.0,sqrt,100,0.0,True,0.686797752808988
,best,2,100,0.1,log2,10,1e-05,False,0.686797752808988
,best,100,100,0.0,auto,100,0.0,True,0.686797752808988
,best,10,100,0.0,log2,,0.0,False,0.686797752808988
,best,100,100,0.1,auto,10,0.0005,True,0.686797752808988
,best,10,100,0.0,sqrt,100,0.0,False,0.686797752808988
,best,100,100,0.1,sqrt,10,0.0005,True,0.686797752808988
,best,10,100,0.1,log2,,0.0,False,0.686797752808988
,best,2,100,0.1,auto,100,1e-05,False,0.686797752808988
,best,10,100,0.0,log2,,1e-05,True,0.686797752808988
,best,10,100,0.0,log2,100,1e-05,False,0.686797752808988
,best,10,100,0.0,auto,10,0.0,True,0.686797752808988
,best,10,100,0.0,log2,,0.0,True,0.686797752808988
,best,10,100,0.0,auto,10,1e-05,False,0.686797752808988
,best,2,100,0.0,sqrt,100,0.0005,False,0.686797752808988
,best,2,100,0.0,auto,100,0.0,True,0.686797752808988
,best,10,100,0.0,sqrt,100,1e-05,False,0.686797752808988
,best,2,100,0.1,log2,,0.0,False,0.686797752808988
,best,100,100,0.1,sqrt,,0.0005,False,0.686797752808988
,best,100,100,0.1,auto,100,1e-05,False,0.686797752808988
,best,2,100,0.1,auto,,0.0,False,0.686797752808988
,best,2,100,0.0,auto,,0.0,True,0.686797752808988
,best,2,100,0.1,log2,,0.0005,False,0.686797752808988
,best,100,100,0.0,auto,,1e-05,True,0.686797752808988
,best,2,100,0.0,sqrt,100,0.0,False,0.686797752808988
,best,10,100,0.0,auto,10,0.0005,True,0.686797752808988
,best,100,100,0.1,auto,100,0.0,True,0.686797752808988
,best,100,100,0.0,sqrt,10,0.0,True,0.686797752808988
,best,10,100,0.1,log2,,1e-05,False,0.686797752808988
,best,100,1,0.0,1,100,1e-05,False,0.6825842696629211
,best,100,1,0.0,1,10,1e-05,True,0.6825842696629211
,best,100,1,0.0,1,100,0.0005,False,0.6825842696629211
,best,100,1,0.0,1,100,0.0005,True,0.6825842696629211
,best,100,1,0.0,0.1,100,1e-05,False,0.6825842696629211
,best,100,1,0.0,0.1,10,0.0005,False,0.6825842696629211
,best,2,10,0.0,0.1,10,0.0,True,0.675561797752809
,best,10,10,0.0,0.1,10,1e-05,False,0.675561797752809
,random,100,10,0.0,0.1,,1e-05,False,0.674157303370786
,random,100,10,0.0,0.1,,0.0005,True,0.674157303370786
,best,2,1,0.1,log2,2,0.0,True,0.6727528089887641
,best,10,100,0.1,auto,2,1e-05,False,0.6727528089887641
,best,2,10,0.1,auto,2,0.0,False,0.6727528089887641
,best,10,100,0.1,auto,2,1e-05,True,0.6727528089887641
,best,10,10,0.1,auto,2,1e-05,False,0.6727528089887641
,best,2,10,0.0,log2,2,0.0,False,0.6727528089887641
,best,10,100,0.0,log2,2,0.0,False,0.6727528089887641
,best,2,1,0.1,sqrt,2,0.0,True,0.6727528089887641
,best,100,1,0.0,auto,2,0.0,False,0.6727528089887641
,best,100,100,0.0,sqrt,2,0.0,False,0.6727528089887641
,best,100,1,0.1,auto,2,0.0,False,0.6727528089887641
,best,10,10,0.1,log2,2,0.0,True,0.6727528089887641
,best,2,100,0.1,auto,2,0.0005,False,0.6727528089887641
,best,100,10,0.0,auto,2,0.0,True,0.6727528089887641
,best,2,10,0.0,auto,2,0.0,True,0.6727528089887641
,best,100,100,0.0,auto,2,0.0005,False,0.6727528089887641
,best,2,1,0.1,log2,2,1e-05,False,0.6727528089887641
,best,100,1,0.0,sqrt,2,1e-05,False,0.6727528089887641
,best,2,100,0.1,sqrt,2,0.0005,False,0.6727528089887641
,best,2,100,0.0,sqrt,2,1e-05,False,0.6727528089887641
,best,100,10,0.0,sqrt,2,0.0,False,0.6727528089887641
,best,2,10,0.0,sqrt,2,0.0,False,0.6727528089887641
,random,2,10,0.0,1,,0.0,True,0.6727528089887641
,best,10,1,0.0,log2,2,0.0005,False,0.6727528089887641
,best,2,1,0.1,sqrt,2,0.0005,False,0.6727528089887641
,best,100,1,0.0,auto,2,0.0005,False,0.6727528089887641
,best,10,100,0.1,sqrt,2,1e-05,True,0.6727528089887641
,best,2,100,0.1,auto,2,0.0,True,0.6727528089887641
,best,10,100,0.0,log2,2,0.0005,False,0.6727528089887641
,best,2,1,0.0,auto,2,0.0005,False,0.6727528089887641
,best,10,100,0.1,auto,2,0.0005,True,0.6727528089887641
,best,100,1,0.0,log2,2,0.0005,False,0.6727528089887641
,best,100,100,0.1,sqrt,2,0.0005,True,0.6727528089887641
,best,2,100,0.0,log2,2,0.0,False,0.6727528089887641
,best,2,100,0.0,auto,2,0.0,True,0.6727528089887641
,best,2,10,0.0,auto,2,0.0005,True,0.6727528089887641
,best,10,1,0.0,log2,2,0.0,False,0.6727528089887641
,random,2,10,0.0,1,,0.0,False,0.6727528089887641
,best,100,10,0.0,1,100,0.0,False,0.6727528089887641
,best,10,100,0.1,log2,2,1e-05,True,0.6727528089887641
,best,100,10,0.0,log2,2,0.0005,False,0.6727528089887641
,best,10,1,0.1,log2,2,0.0005,False,0.6727528089887641
,best,2,10,0.1,sqrt,2,1e-05,True,0.6727528089887641
,best,100,10,0.0,1,10,0.0005,False,0.6727528089887641
,best,2,100,0.0,log2,2,1e-05,True,0.6727528089887641
,best,10,100,0.0,log2,2,0.0005,True,0.6727528089887641
,best,100,100,0.0,auto,2,0.0,True,0.6727528089887641
,best,10,100,0.0,log2,2,0.0,True,0.6727528089887641
,best,100,10,0.0,0.1,100,0.0005,True,0.6727528089887641
,best,2,100,0.0,sqrt,2,0.0,False,0.6727528089887641
,best,2,1,0.0,log2,2,1e-05,False,0.6727528089887641
,best,2,100,0.0,log2,2,1e-05,False,0.6727528089887641
,best,100,100,0.1,log2,2,0.0,False,0.6727528089887641
,best,100,1,0.0,auto,2,0.0,True,0.6727528089887641
,best,100,10,0.0,1,100,0.0,True,0.6727528089887641
,best,10,100,0.1,auto,2,0.0,True,0.6727528089887641
,best,100,100,0.1,log2,2,1e-05,False,0.6727528089887641
,best,10,10,0.0,sqrt,2,1e-05,True,0.6727528089887641
,best,100,1,0.1,auto,2,1e-05,False,0.6727528089887641
,best,2,1,0.0,log2,2,0.0,True,0.6727528089887641
,best,2,100,0.1,auto,2,0.0,False,0.6727528089887641
,best,2,100,0.1,sqrt,2,0.0,False,0.6727528089887641
,best,100,10,0.0,auto,2,1e-05,False,0.6727528089887641
,best,2,10,0.1,log2,2,0.0005,True,0.6727528089887641
,best,100,10,0.0,1,100,1e-05,True,0.6727528089887641
,best,10,10,0.0,auto,2,0.0005,False,0.6727528089887641
,best,10,10,0.1,log2,2,1e-05,True,0.6727528089887641
,best,10,100,0.1,auto,2,0.0,False,0.6727528089887641
,best,2,1,0.0,auto,2,0.0,False,0.6727528089887641
,best,100,10,0.0,0.1,10,0.0005,False,0.6727528089887641
,best,10,1,0.0,sqrt,2,0.0005,True,0.6727528089887641
,best,100,10,0.30000000000000004,sqrt,2,0.0,True,0.671348314606741
,best,2,10,0.30000000000000004,log2,,0.0,False,0.671348314606741
,best,10,10,0.30000000000000004,log2,100,1e-05,False,0.671348314606741
,best,10,10,0.30000000000000004,sqrt,,0.0005,True,0.671348314606741
,best,2,10,0.30000000000000004,log2,100,0.0005,True,0.671348314606741
,best,100,100,0.30000000000000004,sqrt,2,0.0005,True,0.671348314606741
,best,10,100,0.30000000000000004,auto,10,1e-05,False,0.671348314606741
,best,100,100,0.30000000000000004,sqrt,10,0.0005,False,0.671348314606741
,best,2,100,0.30000000000000004,auto,100,0.0005,True,0.671348314606741
,best,100,1,0.30000000000000004,auto,2,0.0,True,0.671348314606741
,best,2,100,0.30000000000000004,log2,10,1e-05,False,0.671348314606741
,best,100,100,0.30000000000000004,auto,100,0.0,True,0.671348314606741
,best,100,10,0.30000000000000004,log2,100,0.0,True,0.671348314606741
,best,10,1,0.30000000000000004,log2,,0.0,True,0.671348314606741
,best,100,1,0.30000000000000004,auto,10,0.0,False,0.671348314606741
,best,2,1,0.30000000000000004,auto,100,1e-05,False,0.671348314606741
,best,2,100,0.30000000000000004,log2,2,0.0,False,0.671348314606741
,best,100,10,0.30000000000000004,sqrt,,0.0005,True,0.671348314606741
,best,100,10,0.30000000000000004,log2,10,0.0005,False,0.671348314606741
,best,2,100,0.30000000000000004,log2,100,1e-05,True,0.671348314606741
,best,2,1,0.30000000000000004,log2,,0.0005,True,0.671348314606741
,best,10,1,0.30000000000000004,auto,2,0.0,True,0.671348314606741
,best,2,1,0.30000000000000004,auto,2,0.0005,True,0.671348314606741
,best,2,10,0.30000000000000004,sqrt,100,0.0005,False,0.671348314606741
,best,2,10,0.30000000000000004,log2,100,0.0,False,0.671348314606741
,best,100,100,0.30000000000000004,auto,100,0.0005,True,0.671348314606741
,best,2,10,0.30000000000000004,auto,10,1e-05,True,0.671348314606741
,best,2,10,0.30000000000000004,sqrt,,0.0,False,0.671348314606741
,best,2,10,0.30000000000000004,sqrt,2,1e-05,False,0.671348314606741
,best,2,10,0.30000000000000004,sqrt,10,0.0,False,0.671348314606741
,best,10,1,0.30000000000000004,log2,,0.0005,True,0.671348314606741
,best,100,1,0.30000000000000004,sqrt,2,0.0,False,0.671348314606741
,best,100,100,0.30000000000000004,auto,10,1e-05,False,0.671348314606741
,best,10,10,0.30000000000000004,sqrt,,1e-05,True,0.671348314606741
,best,2,10,0.30000000000000004,auto,100,0.0,True,0.671348314606741
,best,2,100,0.30000000000000004,log2,,0.0,False,0.671348314606741
,best,2,10,0.30000000000000004,sqrt,10,0.0005,False,0.671348314606741
,best,10,100,0.30000000000000004,sqrt,,0.0005,False,0.671348314606741
,best,10,10,0.30000000000000004,auto,,1e-05,True,0.671348314606741
,best,100,10,0.30000000000000004,auto,2,0.0,True,0.671348314606741
,best,100,100,0.30000000000000004,log2,,0.0,True,0.671348314606741
,best,2,1,0.30000000000000004,log2,2,1e-05,True,0.671348314606741
,best,100,100,0.30000000000000004,log2,2,0.0005,True,0.671348314606741
,best,100,100,0.30000000000000004,auto,100,1e-05,False,0.671348314606741
,best,10,100,0.30000000000000004,auto,100,0.0005,False,0.671348314606741
,best,10,100,0.30000000000000004,auto,100,0.0,True,0.671348314606741
,best,10,1,0.30000000000000004,sqrt,100,0.0005,False,0.671348314606741
,best,100,1,0.30000000000000004,sqrt,100,0.0,True,0.671348314606741
,best,10,10,0.30000000000000004,sqrt,,0.0,False,0.671348314606741
,best,10,10,0.30000000000000004,sqrt,100,0.0,False,0.671348314606741
,best,2,100,0.30000000000000004,log2,2,0.0005,True,0.671348314606741
,best,100,10,0.30000000000000004,sqrt,2,1e-05,False,0.671348314606741
,best,10,10,0.30000000000000004,log2,10,0.0005,False,0.671348314606741
,best,2,100,0.30000000000000004,sqrt,10,0.0005,False,0.671348314606741
,best,2,100,0.30000000000000004,auto,100,0.0,False,0.671348314606741
,best,2,10,0.30000000000000004,log2,10,1e-05,False,0.671348314606741
,best,2,100,0.30000000000000004,log2,10,1e-05,True,0.671348314606741
,best,100,10,0.30000000000000004,log2,2,0.0,False,0.671348314606741
,best,2,1,0.30000000000000004,auto,10,0.0005,True,0.671348314606741
,best,2,10,0.30000000000000004,auto,,0.0,True,0.671348314606741
,best,2,10,0.30000000000000004,sqrt,2,0.0,False,0.671348314606741
,best,2,1,0.30000000000000004,sqrt,,1e-05,True,0.671348314606741
,best,10,1,0.30000000000000004,auto,10,0.0,False,0.671348314606741
,best,100,10,0.30000000000000004,sqrt,10,0.0,False,0.671348314606741
,best,2,100,0.30000000000000004,sqrt,10,0.0,True,0.671348314606741
,best,100,10,0.30000000000000004,sqrt,,1e-05,False,0.671348314606741
,best,100,1,0.30000000000000004,sqrt,2,0.0005,True,0.671348314606741
,best,100,100,0.30000000000000004,log2,2,0.0,True,0.671348314606741
,best,10,10,0.30000000000000004,log2,100,0.0,False,0.671348314606741
,best,10,10,0.30000000000000004,auto,10,0.0,False,0.671348314606741
,best,10,100,0.30000000000000004,log2,,0.0005,True,0.671348314606741
,best,10,1,0.30000000000000004,sqrt,,1e-05,True,0.671348314606741
,best,100,10,0.30000000000000004,auto,100,1e-05,True,0.671348314606741
,best,10,100,0.30000000000000004,auto,10,0.0,False,0.671348314606741
,best,2,10,0.30000000000000004,sqrt,100,1e-05,True,0.671348314606741
,best,2,1,0.30000000000000004,auto,2,0.0005,False,0.671348314606741
,best,2,100,0.30000000000000004,log2,,1e-05,True,0.671348314606741
,best,100,100,0.30000000000000004,log2,100,0.0,True,0.671348314606741
,best,2,100,0.30000000000000004,auto,10,0.0005,False,0.671348314606741
,best,100,1,0.30000000000000004,log2,2,0.0005,False,0.671348314606741
,best,100,10,0.30000000000000004,log2,,0.0,False,0.671348314606741
,best,100,10,0.30000000000000004,auto,10,0.0,True,0.671348314606741
,best,100,100,0.30000000000000004,auto,2,1e-05,False,0.671348314606741
,best,100,100,0.30000000000000004,log2,10,0.0,True,0.671348314606741
,best,2,1,0.30000000000000004,log2,100,1e-05,True,0.671348314606741
,best,100,1,0.30000000000000004,sqrt,,0.0,True,0.671348314606741
,best,10,1,0.30000000000000004,log2,2,0.0005,False,0.671348314606741
,best,2,10,0.30000000000000004,sqrt,10,0.0005,True,0.671348314606741
,best,100,1,0.30000000000000004,sqrt,100,0.0,False,0.671348314606741
,best,10,100,0.30000000000000004,sqrt,,0.0005,True,0.671348314606741
,best,10,10,0.30000000000000004,auto,100,1e-05,True,0.671348314606741
,best,2,1,0.30000000000000004,log2,2,0.0005,False,0.671348314606741
,best,2,100,0.30000000000000004,sqrt,100,1e-05,True,0.671348314606741
,best,100,10,0.30000000000000004,log2,,0.0005,False,0.671348314606741
,best,2,10,0.30000000000000004,log2,,0.0005,False,0.671348314606741
,best,10,1,0.30000000000000004,sqrt,2,0.0,True,0.671348314606741
,best,10,1,0.30000000000000004,sqrt,2,0.0,False,0.671348314606741
,best,100,10,0.30000000000000004,auto,10,1e-05,True,0.671348314606741
,best,10,100,0.30000000000000004,sqrt,2,1e-05,True,0.671348314606741
,best,2,100,0.30000000000000004,auto,100,0.0005,False,0.671348314606741
,random,100,10,0.0,0.1,100,0.0005,True,0.6671348314606741
,random,2,10,0.0,1,,0.0005,False,0.6671348314606741
,random,100,10,0.0,0.1,100,1e-05,False,0.6671348314606741
,random,2,10,0.0,1,,0.0005,True,0.6671348314606741
,random,100,10,0.0,0.1,100,0.0,False,0.6671348314606741
,random,100,10,0.0,1,10,0.0,True,0.6671348314606741
,random,100,10,0.0,1,100,0.0005,False,0.6671348314606741
,random,100,10,0.0,0.1,10,0.0005,True,0.6671348314606741
,random,10,10,0.0,1,,0.0005,True,0.6671348314606741
,best,2,1,0.0,1,10,1e-05,False,0.660112359550561
,best,10,1,0.0,1,10,1e-05,True,0.6587078651685391
,best,100,1,0.1,1,,0.0005,True,0.6502808988764041
,best,100,10,0.1,1,,0.0005,False,0.6502808988764041
,best,10,10,0.1,1,,0.0005,False,0.6502808988764041
,best,100,1,0.1,0.1,,0.0005,False,0.6502808988764041
,best,100,10,0.1,1,,0.0005,True,0.6502808988764041
,best,10,10,0.0,0.1,,0.0005,False,0.648876404494382
,best,100,1,0.1,1,,0.0,True,0.6432584269662921
,best,2,10,0.1,1,,0.0,False,0.6432584269662921
,best,2,1,0.1,1,,0.0,True,0.6432584269662921
,best,2,10,0.1,0.1,,0.0,True,0.6432584269662921
,best,100,1,0.1,1,,0.0,False,0.6432584269662921
,best,2,1,0.1,1,,1e-05,False,0.6432584269662921
,best,100,10,0.1,0.1,,1e-05,True,0.6432584269662921
,random,2,10,0.0,1,10,1e-05,True,0.6292134831460671
,random,10,10,0.0,1,10,0.0005,True,0.6292134831460671
,random,2,10,0.0,1,10,0.0005,False,0.6292134831460671
,random,2,10,0.0,0.1,10,0.0,False,0.6292134831460671
,random,2,10,0.0,0.1,10,1e-05,True,0.6292134831460671
,random,10,10,0.0,0.1,100,1e-05,False,0.6292134831460671
,random,10,10,0.0,1,100,0.0005,False,0.6292134831460671
,random,10,10,0.0,0.1,10,0.0005,False,0.6292134831460671
,best,100,100,0.5,sqrt,2,0.1,False,0.625
,best,2,100,0.30000000000000004,0.1,10,0.1,True,0.625
,random,2,100,0.1,log2,2,0.1,False,0.625
,random,2,100,0.5,auto,2,0.0005,False,0.625
,random,100,1,0.5,auto,,0.1,False,0.625
,random,2,100,0.1,auto,2,0.1,False,0.625
,random,100,100,0.5,5,10,1e-05,True,0.625
,random,10,10,0.30000000000000004,1,,1e-05,True,0.625
,best,2,10,0.5,0.5,,0.1,True,0.625
,best,10,10,0.5,10,10,0.1,True,0.625
,best,2,100,0.5,5,,1e-05,False,0.625
,best,10,100,0.5,,2,0.0,False,0.625
,random,100,10,0.5,10,2,1e-05,False,0.625
,random,100,100,0.5,5,,0.1,True,0.625
,random,2,100,0.30000000000000004,1,10,0.0005,False,0.625
,best,2,10,0.5,,10,0.1,False,0.625
,best,10,100,0.30000000000000004,1,,1e-05,False,0.625
,best,2,10,0.30000000000000004,log2,,0.1,True,0.625
,best,2,1,0.5,10,100,0.0,False,0.625
,best,100,10,0.5,5,,1e-05,True,0.625
,random,10,100,0.5,1,,0.1,True,0.625
,best,100,10,0.5,0.5,100,1e-05,True,0.625
,random,100,1,0.5,sqrt,2,0.1,True,0.625
,best,10,10,0.5,,,0.1,True,0.625
,random,100,10,0.5,0.8,2,0.0,True,0.625
,random,2,100,0.5,10,,0.0005,True,0.625
,best,10,100,0.0,0.1,2,0.1,True,0.625
,best,2,10,0.1,0.1,,0.1,False,0.625
,random,10,100,0.0,5,2,0.1,True,0.625
,best,2,10,0.0,auto,,0.1,True,0.625
,best,100,10,0.5,5,10,0.0,False,0.625
,random,100,100,0.5,0.5,100,0.0005,True,0.625
,random,10,100,0.5,auto,10,0.0005,True,0.625
,best,100,100,0.5,0.8,,0.1,True,0.625
,random,10,100,0.5,1,10,1e-05,False,0.625
,best,100,1,0.5,0.1,2,0.0,True,0.625
,random,10,100,0.5,1,100,0.0005,False,0.625
,random,100,10,0.0,auto,100,0.1,False,0.625
,best,100,10,0.5,,,0.0005,True,0.625
,best,100,100,0.5,0.5,,0.1,False,0.625
,random,2,1,0.5,0.5,100,1e-05,False,0.625
,best,10,10,0.5,5,10,0.0005,False,0.625
,best,2,100,0.5,log2,2,0.0005,True,0.625
,best,10,100,0.5,0.1,10,0.0005,True,0.625
,random,2,1,0.5,log2,10,1e-05,True,0.625
,random,2,100,0.5,1,10,0.0,True,0.625
,random,2,1,0.30000000000000004,1,10,0.1,True,0.625
,random,10,10,0.30000000000000004,log2,2,0.1,True,0.625
,random,10,100,0.5,log2,,1e-05,True,0.625
,random,100,100,0.1,0.1,2,0.1,False,0.625
,random,100,1,0.5,log2,100,0.0005,True,0.625
,random,10,1,0.0,auto,100,0.1,False,0.625
,best,2,10,0.5,0.1,10,0.0,False,0.625
,best,2,100,0.30000000000000004,0.1,10,1e-05,False,0.625
,best,100,100,0.30000000000000004,auto,10,0.1,True,0.625
,best,10,100,0.0,sqrt,,0.1,True,0.625
,random,10,100,0.0,sqrt,,0.1,False,0.625
,best,10,100,0.5,0.8,2,1e-05,False,0.625
,best,10,1,0.5,auto,2,1e-05,False,0.625
,best,2,1,0.5,0.5,10,0.0005,False,0.625
,best,10,1,0.5,1,,0.0,False,0.625
,random,10,10,0.5,auto,100,1e-05,True,0.625
,best,10,10,0.1,log2,,0.1,True,0.625
,best,100,100,0.5,5,,0.0005,False,0.625
,random,2,100,0.0,0.1,2,0.0,False,0.625
,best,100,10,0.5,5,100,0.0005,True,0.625
,best,2,10,0.30000000000000004,1,,0.1,True,0.625
,best,2,1,0.0,sqrt,2,0.1,True,0.625
,random,100,100,0.0,5,2,0.1,False,0.625
,best,10,10,0.5,0.1,,0.1,False,0.625
,best,100,10,0.1,auto,100,0.1,True,0.625
,random,100,1,0.30000000000000004,5,100,0.1,False,0.625
,random,2,100,0.5,1,,0.0,False,0.625
,best,2,1,0.5,auto,2,0.0005,False,0.625
,random,2,100,0.1,0.1,2,1e-05,False,0.625
,best,10,100,0.0,1,100,0.1,False,0.625
,best,10,1,0.30000000000000004,0.1,2,0.0005,False,0.625
,best,100,10,0.5,sqrt,,1e-05,False,0.625
,best,100,1,0.5,1,2,1e-05,False,0.625
,best,10,100,0.0,log2,10,0.1,False,0.625
,best,10,10,0.5,,100,0.1,True,0.625
,random,2,10,0.30000000000000004,5,2,0.1,False,0.625
,best,2,1,0.5,log2,100,0.0,True,0.625
,random,2,1,0.1,0.1,2,0.0,True,0.625
,best,100,1,0.5,0.5,2,1e-05,False,0.625
,best,2,10,0.5,0.8,100,0.0,True,0.625
,random,100,10,0.5,5,2,0.1,False,0.625
,random,100,10,0.5,0.8,,0.0,False,0.625
,random,10,10,0.1,auto,2,0.1,False,0.625
,random,2,100,0.5,5,2,1e-05,True,0.625
,best,2,1,0.5,sqrt,,0.0005,False,0.625
,random,2,100,0.0,1,,0.1,False,0.625
,random,100,10,0.0,auto,,0.1,True,0.625
,random,2,10,0.5,,,0.1,False,0.625
,random,10,10,0.0,5,10,0.1,False,0.625
,random,10,1,0.30000000000000004,sqrt,100,0.1,True,0.625
,random,100,10,0.5,0.1,2,0.1,False,0.625
,random,2,10,0.30000000000000004,sqrt,2,0.1,False,0.625
,best,10,10,0.30000000000000004,0.1,100,0.0,True,0.625
,random,10,10,0.5,0.8,10,0.1,True,0.625
,best,10,100,0.30000000000000004,0.1,,0.0,True,0.625
,random,100,10,0.30000000000000004,0.1,100,0.0,True,0.625
,best,100,10,0.5,auto,10,0.0,False,0.625
,best,100,10,0.5,5,,0.1,True,0.625
,random,10,100,0.1,1,,1e-05,False,0.625
,random,10,10,0.5,5,10,1e-05,False,0.625
,random,10,1,0.5,sqrt,,0.0,False,0.625
,random,2,100,0.5,0.1,,0.0005,True,0.625
,best,2,1,0.0,log2,10,0.1,False,0.625
,best,2,1,0.30000000000000004,0.1,100,1e-05,True,0.625
,random,2,10,0.5,1,,0.1,True,0.625
,random,100,10,0.5,auto,,0.0,False,0.625
,random,10,10,0.5,1,2,0.0005,True,0.625
,best,100,10,0.5,5,10,0.0005,False,0.625
,best,10,10,0.30000000000000004,1,10,0.0,False,0.625
,best,100,100,0.5,5,100,0.1,True,0.625
,random,100,10,0.5,1,100,0.0005,False,0.625
,best,10,100,0.5,log2,100,0.1,False,0.625
,random,10,10,0.5,0.8,2,0.0,False,0.625
,best,100,1,0.30000000000000004,0.1,100,0.1,True,0.625
,random,2,100,0.30000000000000004,1,2,0.0,False,0.625
,random,10,10,0.5,auto,100,1e-05,False,0.625
,random,100,100,0.5,,2,0.0,True,0.625
,random,100,100,0.5,0.1,10,0.1,False,0.625
,random,2,10,0.0,0.1,100,0.1,False,0.625
,best,10,1,0.1,0.1,2,0.1,False,0.625
,best,10,100,0.30000000000000004,0.1,,0.1,False,0.625
,best,2,10,0.30000000000000004,0.1,10,0.0005,False,0.625
,best,2,10,0.5,0.5,,0.0005,False,0.625
,random,100,100,0.5,0.5,,1e-05,False,0.625
,random,100,10,0.30000000000000004,0.1,2,0.0005,True,0.625
,best,10,100,0.1,0.1,10,0.1,False,0.625
,best,10,1,0.1,1,100,0.1,True,0.625
,best,2,100,0.5,0.1,100,1e-05,False,0.625
,best,100,1,0.5,,2,1e-05,True,0.625
,best,100,1,0.5,auto,100,0.0,True,0.625
,best,100,1,0.5,0.8,10,0.0005,True,0.625
,random,100,10,0.0,5,100,0.1,False,0.625
,best,2,100,0.30000000000000004,0.1,,0.1,False,0.625
,random,2,10,0.5,5,100,0.0005,False,0.625
,best,2,1,0.5,sqrt,100,1e-05,False,0.625
,random,2,1,0.5,10,100,0.0005,True,0.625
,best,10,10,0.30000000000000004,1,100,1e-05,True,0.625
,best,2,1,0.30000000000000004,1,100,0.1,True,0.625
,random,10,100,0.5,sqrt,,0.0005,True,0.625
,random,10,1,0.1,0.1,,0.0,True,0.625
,random,100,10,0.1,1,10,0.1,True,0.625
,random,2,100,0.5,auto,10,0.1,False,0.625
,best,2,1,0.5,1,100,0.1,True,0.625
,random,2,10,0.30000000000000004,0.1,2,1e-05,True,0.625
,random,2,1,0.5,10,100,0.0005,False,0.625
,random,100,1,0.5,5,10,1e-05,False,0.625
,random,2,10,0.5,10,,1e-05,True,0.625
,random,2,1,0.0,log2,10,0.1,True,0.625
,best,2,100,0.0,sqrt,2,0.1,True,0.625
,random,10,100,0.5,log2,2,0.0,True,0.625
,random,100,10,0.5,log2,,1e-05,True,0.625
,random,100,10,0.5,auto,100,0.1,False,0.625
,random,10,100,0.1,auto,,0.1,False,0.625
,random,100,100,0.0,1,10,1e-05,True,0.625
,best,10,1,0.5,log2,100,0.0005,True,0.625
,random,2,1,0.5,sqrt,10,0.0005,True,0.625
,random,100,100,0.1,1,2,1e-05,False,0.625
,best,100,10,0.5,,,0.0,False,0.625
,best,100,10,0.5,auto,10,0.0,True,0.625
,best,100,10,0.5,0.1,10,0.0,True,0.625
,random,2,10,0.30000000000000004,5,100,0.1,False,0.625
,random,100,100,0.30000000000000004,1,10,0.1,True,0.625
,random,100,1,0.5,0.1,2,0.0005,True,0.625
,best,2,100,0.5,,,1e-05,True,0.625
,best,2,1,0.30000000000000004,0.1,,0.1,True,0.625
,random,2,10,0.5,0.5,10,0.1,True,0.625
,best,100,1,0.5,10,,0.1,False,0.625
,random,100,100,0.5,,2,0.0,False,0.625
,best,100,1,0.5,auto,10,0.0,True,0.625
,random,10,1,0.5,0.5,,0.1,False,0.625
,best,2,100,0.30000000000000004,0.1,,0.0,False,0.625
,random,2,1,0.30000000000000004,0.1,,0.0005,False,0.625
,best,100,10,0.30000000000000004,1,,1e-05,True,0.625
,best,10,100,0.30000000000000004,1,,0.0,False,0.625
,best,2,10,0.5,,100,0.1,False,0.625
,random,10,10,0.5,,100,0.0005,False,0.625
,random,100,10,0.5,0.1,10,0.0,False,0.625
,best,100,1,0.5,5,10,0.0005,True,0.625
,random,10,1,0.5,0.5,10,0.1,True,0.625
,best,10,100,0.30000000000000004,sqrt,10,0.1,True,0.625
,best,2,1,0.5,sqrt,10,1e-05,True,0.625
